published,ecosystem,fixed,severity
2020-09-25T18:28:22Z,PyPI,1.0,MODERATE
2020-09-01T20:40:36Z,npm,0.0,CRITICAL
2020-09-03T20:25:33Z,npm,1.0,MODERATE
2020-09-03T21:56:23Z,npm,0.0,CRITICAL
2020-09-01T18:54:34Z,npm,0.0,HIGH
2020-09-03T17:20:15Z,npm,0.0,CRITICAL
2020-09-03T19:45:42Z,npm,0.0,CRITICAL
2020-09-04T18:03:04Z,npm,1.0,HIGH
2020-09-03T02:38:47Z,npm,1.0,CRITICAL
2020-09-01T15:57:01Z,npm,0.0,MODERATE
2020-09-03T20:29:58Z,npm,0.0,CRITICAL
2020-09-03T17:05:51Z,npm,0.0,CRITICAL
2020-09-11T21:22:24Z,npm,1.0,CRITICAL
2020-09-04T15:22:40Z,npm,1.0,CRITICAL
2020-09-03T17:21:19Z,npm,0.0,CRITICAL
2020-09-01T20:41:40Z,npm,0.0,CRITICAL
2020-09-03T17:13:45Z,npm,0.0,HIGH
2020-09-04T16:52:57Z,npm,1.0,MODERATE
2020-09-01T18:59:50Z,npm,0.0,MODERATE
2020-09-01T18:56:40Z,npm,0.0,MODERATE
2020-09-02T16:01:33Z,npm,0.0,HIGH
2020-09-03T17:06:09Z,npm,1.0,HIGH
2020-09-23T17:19:55Z,RubyGems,1.0,LOW
2020-09-03T19:42:16Z,npm,0.0,CRITICAL
2020-09-03T19:54:36Z,npm,0.0,CRITICAL
2020-09-03T21:04:20Z,npm,0.0,CRITICAL
2020-09-02T21:29:08Z,npm,0.0,CRITICAL
2020-09-03T23:21:16Z,npm,1.0,LOW
2020-09-03T18:19:14Z,npm,1.0,CRITICAL
2020-09-04T17:17:39Z,npm,1.0,LOW
2020-09-01T18:15:20Z,npm,0.0,HIGH
2020-09-02T21:50:51Z,npm,1.0,MODERATE
2020-09-04T18:01:59Z,npm,1.0,HIGH
2020-09-02T21:24:55Z,npm,0.0,CRITICAL
2020-09-01T16:08:58Z,npm,0.0,HIGH
2020-09-15T20:30:34Z,Maven,1.0,HIGH
2020-09-01T17:36:42Z,npm,0.0,HIGH
2020-09-03T17:05:14Z,npm,0.0,CRITICAL
2020-09-03T23:09:37Z,npm,0.0,CRITICAL
2020-09-03T21:20:52Z,npm,1.0,MODERATE
2020-09-01T19:49:18Z,npm,,CRITICAL
2020-09-03T17:05:43Z,npm,0.0,CRITICAL
2020-09-02T21:19:37Z,npm,0.0,CRITICAL
2020-09-02T20:21:30Z,npm,0.0,CRITICAL
2020-09-03T20:32:11Z,npm,1.0,HIGH
2020-09-03T15:45:08Z,npm,0.0,HIGH
2020-09-01T16:40:42Z,npm,0.0,MODERATE
2020-09-01T21:11:57Z,npm,0.0,CRITICAL
2020-09-01T17:20:41Z,npm,0.0,HIGH
2020-09-03T17:27:22Z,npm,0.0,CRITICAL
2020-09-03T21:57:29Z,npm,0.0,CRITICAL
2020-09-03T23:10:41Z,npm,0.0,CRITICAL
2020-09-15T18:19:56Z,Packagist,1.0,HIGH
2020-09-01T17:29:13Z,npm,0.0,HIGH
2020-09-03T21:39:41Z,npm,0.0,CRITICAL
2020-09-11T21:23:29Z,npm,1.0,CRITICAL
2020-09-03T21:37:29Z,npm,0.0,CRITICAL
2020-09-03T18:09:16Z,npm,1.0,HIGH
2020-09-03T17:12:41Z,npm,0.0,HIGH
2020-09-01T18:20:40Z,npm,0.0,HIGH
2020-09-01T19:54:44Z,npm,,CRITICAL
2020-09-02T20:20:26Z,npm,0.0,CRITICAL
2020-09-02T21:42:56Z,npm,0.0,CRITICAL
2020-09-01T18:48:05Z,npm,0.0,HIGH
2020-09-02T16:00:26Z,npm,1.0,HIGH
2020-09-02T20:23:38Z,npm,0.0,CRITICAL
2020-09-09T17:29:27Z,PyPI,1.0,HIGH
2020-09-03T19:11:17Z,npm,1.0,CRITICAL
2020-09-11T21:18:05Z,npm,1.0,MODERATE
2020-09-01T19:43:53Z,npm,,CRITICAL
2020-09-03T22:12:09Z,npm,0.0,CRITICAL
2020-09-01T16:07:53Z,npm,0.0,HIGH
2020-09-01T19:04:07Z,npm,1.0,HIGH
2020-09-03T19:57:54Z,npm,0.0,CRITICAL
2020-09-02T21:13:14Z,npm,0.0,CRITICAL
2020-09-03T17:05:34Z,npm,0.0,CRITICAL
2020-09-03T23:03:36Z,npm,0.0,CRITICAL
2020-09-03T17:44:36Z,npm,0.0,CRITICAL
2020-09-03T20:28:51Z,npm,0.0,MODERATE
2020-09-09T17:29:34Z,Packagist,1.0,LOW
2020-09-03T15:49:48Z,npm,1.0,HIGH
2020-09-11T21:18:05Z,npm,0.0,CRITICAL
2020-09-03T17:41:23Z,npm,0.0,CRITICAL
2020-09-04T15:28:19Z,npm,0.0,CRITICAL
2020-09-01T20:44:52Z,npm,1.0,CRITICAL
2020-09-03T23:17:01Z,npm,0.0,CRITICAL
2020-09-01T15:36:27Z,npm,1.0,HIGH
2020-09-01T16:51:28Z,npm,0.0,HIGH
2020-09-02T18:25:43Z,npm,1.0,MODERATE
2020-09-03T23:27:36Z,npm,0.0,CRITICAL
2020-09-03T17:17:00Z,npm,1.0,HIGH
2020-09-01T16:47:09Z,npm,0.0,HIGH
2020-09-11T21:24:33Z,npm,1.0,CRITICAL
2020-09-03T20:38:47Z,npm,0.0,CRITICAL
2020-09-02T21:38:43Z,npm,0.0,CRITICAL
2020-09-03T17:02:49Z,npm,0.0,CRITICAL
2020-09-03T21:45:13Z,npm,0.0,CRITICAL
2020-09-03T20:26:39Z,npm,0.0,MODERATE
2020-09-25T18:28:40Z,PyPI,1.0,CRITICAL
2020-09-02T20:24:41Z,npm,0.0,CRITICAL
2020-09-01T15:28:45Z,npm,1.0,CRITICAL
2020-09-01T19:50:23Z,npm,1.0,CRITICAL
2020-09-04T15:35:00Z,npm,0.0,CRITICAL
2020-09-01T21:22:35Z,npm,0.0,HIGH
2020-09-25T18:28:24Z,PyPI,1.0,MODERATE
2020-09-01T18:11:03Z,npm,0.0,HIGH
2020-09-03T19:41:14Z,npm,0.0,CRITICAL
2020-09-01T21:24:41Z,npm,0.0,HIGH
2020-09-04T15:36:09Z,npm,0.0,CRITICAL
2020-09-04T16:43:14Z,npm,0.0,CRITICAL
2020-09-04T17:18:44Z,npm,1.0,LOW
2020-09-03T17:10:31Z,npm,0.0,HIGH
2020-09-03T18:06:00Z,npm,1.0,HIGH
2020-09-03T15:48:00Z,npm,0.0,HIGH
2020-09-02T21:43:59Z,npm,0.0,CRITICAL
2020-09-04T16:56:11Z,npm,1.0,LOW
2020-09-01T15:16:43Z,npm,0.0,MODERATE
2020-09-25T18:28:30Z,PyPI,1.0,MODERATE
2020-09-04T15:31:39Z,npm,0.0,CRITICAL
2020-09-02T15:41:41Z,npm,1.0,HIGH
2020-09-02T15:46:03Z,npm,1.0,HIGH
2020-09-01T17:27:05Z,npm,0.0,HIGH
2020-09-01T15:20:00Z,npm,1.0,MODERATE
2020-09-01T21:19:23Z,npm,1.0,LOW
2020-09-01T15:21:05Z,npm,1.0,MODERATE
2020-09-01T20:31:04Z,npm,1.0,CRITICAL
2020-09-03T21:44:06Z,npm,0.0,CRITICAL
2020-09-01T17:17:29Z,npm,0.0,HIGH
2020-09-04T15:11:03Z,npm,0.0,LOW
2020-09-03T19:02:27Z,npm,0.0,CRITICAL
2020-09-03T00:35:35Z,npm,1.0,CRITICAL
2020-09-01T16:49:19Z,npm,1.0,CRITICAL
2020-09-02T21:32:22Z,npm,0.0,CRITICAL
2020-09-02T21:35:33Z,npm,0.0,CRITICAL
2020-09-01T19:40:41Z,npm,1.0,MODERATE
2020-09-02T21:31:18Z,npm,0.0,CRITICAL
2020-09-03T22:21:54Z,npm,0.0,CRITICAL
2020-09-04T17:19:48Z,npm,0.0,CRITICAL
2020-09-04T17:24:08Z,npm,1.0,LOW
2020-09-03T19:15:37Z,npm,1.0,CRITICAL
2020-09-02T15:59:19Z,npm,1.0,HIGH
2020-09-02T21:16:26Z,npm,0.0,CRITICAL
2020-09-02T20:30:02Z,npm,0.0,CRITICAL
2020-09-01T15:32:04Z,npm,1.0,HIGH
2020-09-03T23:01:29Z,npm,0.0,CRITICAL
2020-09-03T18:08:10Z,npm,1.0,HIGH
2020-09-04T17:54:31Z,npm,0.0,CRITICAL
2020-09-02T15:51:34Z,npm,0.0,MODERATE
2020-09-03T18:12:36Z,npm,0.0,CRITICAL
2020-09-03T23:13:52Z,npm,0.0,CRITICAL
2020-09-03T17:05:06Z,npm,0.0,CRITICAL
2020-09-11T21:22:24Z,npm,0.0,MODERATE
2020-09-04T16:46:28Z,npm,0.0,CRITICAL
2020-09-03T17:05:59Z,npm,0.0,CRITICAL
2020-09-03T17:11:36Z,npm,1.0,MODERATE
2020-09-11T21:25:37Z,npm,1.0,CRITICAL
2020-09-03T15:49:14Z,npm,1.0,HIGH
2020-09-01T20:34:14Z,npm,1.0,CRITICAL
2020-09-04T15:18:57Z,npm,1.0,MODERATE
2020-09-03T17:46:46Z,npm,0.0,CRITICAL
2020-09-04T16:41:04Z,npm,0.0,CRITICAL
2020-09-11T21:10:29Z,npm,1.0,LOW
2020-09-01T16:01:24Z,npm,1.0,HIGH
2020-09-02T20:33:14Z,npm,0.0,CRITICAL
2020-09-04T16:45:23Z,npm,0.0,CRITICAL
2020-09-03T19:41:31Z,npm,0.0,CRITICAL
2020-09-24T16:23:54Z,Packagist,1.0,MODERATE
2020-09-03T22:47:30Z,npm,0.0,CRITICAL
2020-09-01T17:30:17Z,npm,0.0,HIGH
2020-09-25T18:28:27Z,PyPI,1.0,HIGH
2020-09-03T23:08:34Z,npm,0.0,CRITICAL
2020-09-03T20:46:36Z,npm,0.0,CRITICAL
2020-09-11T21:23:29Z,npm,1.0,MODERATE
2020-09-11T21:11:34Z,npm,0.0,MODERATE
2020-09-01T16:43:55Z,npm,1.0,CRITICAL
2020-09-01T18:50:16Z,npm,0.0,HIGH
2020-09-02T21:41:53Z,npm,0.0,CRITICAL
2020-09-11T21:16:59Z,npm,1.0,HIGH
2020-09-01T17:28:09Z,npm,0.0,HIGH
2020-09-01T19:48:13Z,npm,,CRITICAL
2020-09-04T15:14:26Z,npm,0.0,HIGH
2020-09-01T19:38:33Z,npm,1.0,HIGH
2020-09-03T19:53:31Z,npm,0.0,CRITICAL
2020-09-11T21:21:19Z,npm,1.0,HIGH
2020-09-03T22:50:46Z,npm,0.0,CRITICAL
2020-09-03T19:40:12Z,npm,0.0,CRITICAL
2020-09-03T19:21:11Z,npm,1.0,LOW
2020-09-03T18:15:53Z,npm,1.0,LOW
2020-09-03T19:06:52Z,npm,0.0,CRITICAL
2020-09-03T17:03:31Z,npm,0.0,CRITICAL
2020-09-03T21:02:10Z,npm,1.0,CRITICAL
2020-09-01T19:39:37Z,npm,1.0,MODERATE
2020-09-02T21:21:43Z,npm,1.0,MODERATE
2020-09-02T21:33:26Z,npm,0.0,CRITICAL
2020-09-01T16:11:08Z,npm,0.0,HIGH
2020-09-11T21:20:14Z,npm,1.0,MODERATE
2020-09-03T19:40:46Z,npm,0.0,CRITICAL
2020-09-03T23:14:55Z,npm,0.0,CRITICAL
2020-09-03T22:24:04Z,npm,0.0,CRITICAL
2020-09-03T17:39:13Z,npm,0.0,CRITICAL
2020-09-01T19:05:11Z,npm,1.0,LOW
2020-09-11T21:21:20Z,npm,1.0,CRITICAL
2020-09-01T20:27:53Z,npm,1.0,CRITICAL
2020-09-03T21:22:00Z,npm,1.0,CRITICAL
2020-09-01T19:57:56Z,npm,,CRITICAL
2020-09-03T19:49:03Z,npm,0.0,CRITICAL
2020-09-03T22:28:21Z,npm,0.0,CRITICAL
2020-09-01T21:16:13Z,npm,0.0,LOW
2020-09-03T15:51:28Z,npm,0.0,HIGH
2020-09-01T19:47:07Z,npm,,CRITICAL
2020-09-01T16:56:50Z,npm,0.0,HIGH
2020-09-11T15:19:57Z,RubyGems,1.0,MODERATE
2020-09-01T19:44:57Z,npm,1.0,CRITICAL
2020-09-04T17:30:39Z,npm,0.0,CRITICAL
2020-09-03T17:40:18Z,npm,0.0,CRITICAL
2020-09-04T14:58:44Z,npm,0.0,CRITICAL
2020-09-03T17:04:13Z,npm,0.0,CRITICAL
2020-09-04T15:26:04Z,npm,1.0,HIGH
2020-09-01T18:28:08Z,npm,0.0,HIGH
2020-09-03T02:34:39Z,npm,1.0,CRITICAL
2020-09-03T19:43:18Z,npm,0.0,CRITICAL
2020-09-03T22:26:13Z,npm,0.0,CRITICAL
2020-09-03T21:51:58Z,npm,0.0,CRITICAL
2020-09-25T18:28:14Z,PyPI,1.0,MODERATE
2020-09-11T21:14:49Z,npm,1.0,HIGH
2020-09-03T00:34:33Z,npm,1.0,CRITICAL
2020-09-03T15:51:19Z,npm,1.0,HIGH
2020-09-03T18:14:47Z,npm,0.0,MODERATE
2020-09-14T21:42:09Z,npm,1.0,HIGH
2020-09-01T18:17:28Z,npm,0.0,HIGH
2020-09-25T18:28:49Z,PyPI,1.0,MODERATE
2020-09-03T17:06:06Z,npm,0.0,CRITICAL
2020-09-01T19:03:02Z,npm,0.0,MODERATE
2020-09-03T23:02:33Z,npm,0.0,CRITICAL
2020-09-02T21:14:17Z,npm,0.0,CRITICAL
2020-09-03T21:06:31Z,npm,0.0,CRITICAL
2020-09-03T15:48:43Z,npm,1.0,HIGH
2020-09-04T15:23:47Z,npm,0.0,CRITICAL
2020-09-02T21:25:58Z,npm,0.0,MODERATE
2020-09-04T15:07:38Z,npm,1.0,HIGH
2020-09-01T16:15:28Z,npm,0.0,HIGH
2020-09-04T15:00:58Z,npm,0.0,CRITICAL
2020-09-11T21:22:24Z,npm,1.0,MODERATE
2020-09-10T17:46:21Z,npm,1.0,LOW
2020-09-01T16:54:41Z,npm,0.0,HIGH
2020-09-01T20:43:48Z,npm,0.0,HIGH
2020-09-25T18:28:17Z,PyPI,1.0,MODERATE
2020-09-01T21:15:09Z,npm,0.0,CRITICAL
2020-09-04T16:38:55Z,npm,0.0,CRITICAL
2020-09-03T23:11:45Z,npm,0.0,CRITICAL
2020-09-02T15:42:47Z,npm,0.0,HIGH
2020-09-03T17:02:31Z,npm,0.0,CRITICAL
2020-09-02T15:55:58Z,npm,0.0,HIGH
2020-09-25T18:29:00Z,PyPI,1.0,HIGH
2020-09-01T15:17:48Z,npm,0.0,HIGH
2020-09-01T18:52:26Z,npm,0.0,HIGH
2020-09-11T21:14:49Z,npm,1.0,CRITICAL
2020-09-03T23:28:39Z,npm,0.0,CRITICAL
2020-09-04T17:33:53Z,npm,1.0,MODERATE
2020-09-01T16:13:18Z,npm,0.0,HIGH
2020-09-02T20:22:34Z,npm,0.0,CRITICAL
2020-09-02T18:38:39Z,npm,0.0,CRITICAL
2020-09-03T17:28:26Z,npm,0.0,CRITICAL
2020-09-03T17:06:22Z,npm,0.0,CRITICAL
2020-09-02T18:20:21Z,npm,0.0,MODERATE
2020-09-01T21:17:16Z,npm,1.0,HIGH
2020-09-03T22:58:17Z,npm,0.0,CRITICAL
2020-09-02T15:57:06Z,npm,1.0,CRITICAL
2020-09-03T19:17:51Z,npm,1.0,CRITICAL
2020-09-23T17:20:39Z,Packagist,1.0,LOW
2020-09-01T15:35:22Z,npm,1.0,HIGH
2020-09-01T21:20:28Z,npm,1.0,CRITICAL
2020-09-03T19:41:22Z,npm,0.0,CRITICAL
2020-09-03T19:12:22Z,npm,1.0,CRITICAL
2020-09-25T18:28:35Z,PyPI,1.0,CRITICAL
2020-09-11T21:19:09Z,npm,1.0,CRITICAL
2020-09-02T20:18:18Z,npm,0.0,CRITICAL
2020-09-01T21:21:32Z,npm,,CRITICAL
2020-09-03T21:23:09Z,npm,0.0,CRITICAL
2020-09-04T17:25:13Z,npm,0.0,HIGH
2020-09-11T21:11:34Z,npm,1.0,CRITICAL
2020-09-01T19:37:29Z,npm,1.0,HIGH
2020-09-02T21:46:05Z,npm,0.0,CRITICAL
2020-09-03T19:42:06Z,npm,0.0,CRITICAL
2020-09-03T20:45:27Z,npm,,CRITICAL
2020-09-01T18:55:37Z,npm,0.0,MODERATE
2020-09-25T18:28:38Z,PyPI,1.0,CRITICAL
2020-09-11T21:08:19Z,npm,0.0,CRITICAL
2020-09-03T23:25:30Z,npm,0.0,CRITICAL
2020-09-01T17:19:36Z,npm,0.0,HIGH
2020-09-02T21:20:40Z,npm,0.0,HIGH
2020-09-03T17:04:55Z,npm,0.0,CRITICAL
2020-09-01T18:26:00Z,npm,0.0,HIGH
2020-09-04T16:57:20Z,npm,1.0,HIGH
2020-09-01T21:10:53Z,npm,0.0,CRITICAL
2020-09-03T19:41:17Z,npm,0.0,CRITICAL
2020-09-02T15:52:39Z,npm,1.0,HIGH
2020-09-01T21:23:38Z,npm,1.0,HIGH
2020-09-11T21:18:05Z,npm,1.0,MODERATE
2020-09-02T18:33:18Z,npm,0.0,CRITICAL
2020-09-01T16:02:29Z,npm,1.0,HIGH
2020-09-03T22:46:25Z,npm,0.0,CRITICAL
2020-09-03T19:39:46Z,npm,0.0,CRITICAL
2020-09-18T18:03:59Z,PyPI,1.0,MODERATE
2020-09-01T17:32:26Z,npm,0.0,HIGH
2020-09-11T21:19:09Z,npm,1.0,MODERATE
2020-09-03T19:42:25Z,npm,0.0,CRITICAL
2020-09-02T21:37:39Z,npm,0.0,CRITICAL
2020-09-03T15:49:02Z,npm,1.0,HIGH
2020-09-23T17:20:09Z,Maven,1.0,LOW
2020-09-04T15:32:46Z,npm,0.0,CRITICAL
2020-09-03T19:42:23Z,npm,0.0,CRITICAL
2020-09-03T21:58:34Z,npm,0.0,CRITICAL
2020-09-01T17:35:38Z,npm,0.0,HIGH
2020-09-03T17:02:58Z,npm,0.0,CRITICAL
2020-09-03T23:19:08Z,npm,0.0,CRITICAL
2020-09-04T17:28:28Z,npm,0.0,HIGH
2020-09-28T19:05:29Z,PyPI,1.0,HIGH
2020-09-15T20:16:22Z,Maven,1.0,CRITICAL
2020-09-03T21:43:01Z,npm,0.0,CRITICAL
2020-09-04T17:21:58Z,npm,1.0,HIGH
2020-09-01T18:07:51Z,npm,0.0,HIGH
2020-09-02T18:03:26Z,Packagist,1.0,MODERATE
2020-09-03T17:03:11Z,npm,0.0,CRITICAL
2020-09-04T15:17:50Z,npm,0.0,HIGH
2020-09-03T20:00:05Z,npm,0.0,CRITICAL
2020-09-01T18:16:24Z,npm,0.0,HIGH
2020-09-25T18:28:56Z,PyPI,1.0,HIGH
2020-09-02T21:39:46Z,npm,0.0,CRITICAL
2020-09-01T20:29:59Z,npm,1.0,CRITICAL
2020-09-04T17:55:35Z,npm,0.0,HIGH
2020-09-01T16:12:12Z,npm,0.0,HIGH
2020-09-03T21:08:42Z,npm,0.0,CRITICAL
2020-09-03T17:03:56Z,npm,0.0,CRITICAL
2020-09-04T17:34:59Z,npm,0.0,HIGH
2020-09-04T15:04:20Z,npm,0.0,CRITICAL
2020-09-11T21:10:29Z,npm,0.0,CRITICAL
2020-09-03T20:31:04Z,npm,0.0,HIGH
2020-09-01T16:05:44Z,npm,1.0,HIGH
2020-09-04T18:04:08Z,npm,1.0,HIGH
2020-09-04T15:33:52Z,npm,0.0,CRITICAL
2020-09-04T16:37:50Z,npm,0.0,CRITICAL
2020-09-01T15:26:35Z,npm,1.0,MODERATE
2020-09-03T18:11:29Z,npm,0.0,CRITICAL
2020-09-03T20:36:35Z,npm,1.0,MODERATE
2020-09-03T21:50:51Z,npm,0.0,CRITICAL
2020-09-04T17:37:08Z,npm,0.0,CRITICAL
2020-09-01T15:34:16Z,npm,1.0,HIGH
2020-09-03T21:15:19Z,npm,1.0,HIGH
2020-09-02T21:36:36Z,npm,0.0,CRITICAL
2020-09-03T17:09:26Z,npm,1.0,HIGH
2020-09-03T15:50:29Z,npm,1.0,HIGH
2020-09-03T21:18:41Z,npm,0.0,CRITICAL
2020-09-01T18:12:07Z,npm,0.0,HIGH
2020-09-03T15:45:23Z,npm,0.0,MODERATE
2020-09-04T16:48:38Z,npm,0.0,CRITICAL
2020-09-03T22:56:10Z,npm,0.0,CRITICAL
2020-09-03T20:35:29Z,npm,0.0,HIGH
2020-09-01T16:42:51Z,npm,1.0,MODERATE
2020-09-01T19:41:45Z,npm,,CRITICAL
2020-09-03T16:48:36Z,npm,0.0,LOW
2020-09-03T00:33:32Z,npm,1.0,CRITICAL
2020-09-03T21:54:09Z,npm,0.0,CRITICAL
2020-09-03T22:18:40Z,npm,0.0,CRITICAL
2020-09-03T17:36:00Z,npm,0.0,CRITICAL
2020-09-03T19:56:48Z,npm,0.0,CRITICAL
2020-09-02T21:23:51Z,npm,1.0,HIGH
2020-09-01T15:55:56Z,npm,1.0,HIGH
2020-09-03T15:48:53Z,npm,1.0,HIGH
2020-09-01T20:33:10Z,npm,1.0,CRITICAL
2020-09-03T17:04:32Z,npm,0.0,CRITICAL
2020-09-02T20:32:10Z,npm,0.0,CRITICAL
2020-09-02T21:17:30Z,npm,0.0,CRITICAL
2020-09-03T15:49:29Z,npm,0.0,CRITICAL
2020-09-02T20:28:57Z,npm,0.0,CRITICAL
2020-09-04T15:40:34Z,npm,0.0,CRITICAL
2020-09-02T15:43:53Z,npm,0.0,HIGH
2020-09-01T15:22:12Z,npm,1.0,MODERATE
2020-09-01T19:52:35Z,npm,1.0,CRITICAL
2020-09-03T19:55:42Z,npm,0.0,CRITICAL
2020-09-03T19:01:20Z,npm,0.0,CRITICAL
2020-09-03T19:14:32Z,npm,1.0,CRITICAL
2020-09-02T21:15:22Z,npm,0.0,CRITICAL
2020-09-03T02:36:43Z,npm,1.0,HIGH
2020-09-03T18:10:22Z,npm,1.0,HIGH
2020-09-03T23:24:26Z,npm,0.0,CRITICAL
2020-09-03T21:17:36Z,npm,1.0,HIGH
2020-09-01T15:27:40Z,npm,1.0,CRITICAL
2020-09-01T18:19:36Z,npm,0.0,HIGH
2020-09-01T16:10:03Z,npm,0.0,MODERATE
2020-09-03T22:20:49Z,npm,0.0,CRITICAL
2020-09-03T17:14:51Z,npm,1.0,CRITICAL
2020-09-01T16:14:22Z,npm,0.0,HIGH
2020-09-03T18:03:49Z,npm,0.0,CRITICAL
2020-09-03T19:39:05Z,npm,0.0,CRITICAL
2020-09-03T02:40:51Z,npm,1.0,HIGH
2020-09-03T22:14:20Z,npm,0.0,CRITICAL
2020-09-04T17:32:49Z,npm,0.0,CRITICAL
2020-09-11T21:09:24Z,npm,0.0,CRITICAL
2020-09-03T19:40:55Z,npm,0.0,CRITICAL
2020-09-04T15:15:34Z,npm,0.0,HIGH
2020-09-11T21:23:29Z,npm,1.0,HIGH
2020-09-10T19:19:27Z,Maven,1.0,LOW
2020-09-03T18:04:54Z,npm,1.0,HIGH
2020-09-04T16:51:52Z,npm,0.0,CRITICAL
2020-09-01T21:07:41Z,npm,0.0,CRITICAL
2020-09-03T17:47:52Z,npm,0.0,CRITICAL
2020-09-03T17:08:20Z,npm,0.0,HIGH
2020-09-02T18:35:26Z,npm,0.0,CRITICAL
2020-09-02T18:23:35Z,npm,1.0,MODERATE
2020-09-01T17:22:49Z,npm,0.0,HIGH
2020-09-03T19:41:05Z,npm,0.0,CRITICAL
2020-09-04T16:47:33Z,npm,0.0,CRITICAL
2020-09-04T16:40:00Z,npm,0.0,CRITICAL
2020-09-03T20:44:21Z,npm,1.0,MODERATE
2020-09-01T18:27:04Z,npm,0.0,HIGH
2020-09-01T15:59:11Z,npm,1.0,MODERATE
2020-09-04T15:16:42Z,npm,0.0,HIGH
2020-09-03T19:41:44Z,npm,0.0,CRITICAL
2020-09-03T19:08:00Z,npm,1.0,CRITICAL
2020-09-09T17:29:38Z,NuGet,1.0,LOW
2020-09-01T19:01:58Z,npm,0.0,LOW
2020-09-11T21:21:19Z,npm,1.0,MODERATE
2020-09-01T19:53:40Z,npm,1.0,CRITICAL
2020-09-03T23:22:19Z,npm,1.0,HIGH
2020-09-01T15:23:18Z,npm,1.0,HIGH
2020-09-03T19:46:49Z,npm,0.0,CRITICAL
2020-09-03T18:24:43Z,npm,1.0,HIGH
2020-09-03T17:04:05Z,npm,0.0,CRITICAL
2020-09-03T19:43:28Z,npm,0.0,CRITICAL
2020-09-03T17:43:31Z,npm,0.0,CRITICAL
2020-09-01T16:57:54Z,npm,0.0,HIGH
2020-09-11T21:20:14Z,npm,1.0,MODERATE
2020-09-03T21:53:05Z,npm,0.0,CRITICAL
2020-09-03T00:31:28Z,npm,1.0,CRITICAL
2020-09-03T21:13:07Z,npm,0.0,HIGH
2020-09-01T18:24:56Z,npm,0.0,HIGH
2020-09-03T19:51:18Z,npm,0.0,CRITICAL
2020-09-03T20:27:46Z,npm,1.0,MODERATE
2020-09-01T18:09:59Z,npm,0.0,HIGH
2020-09-03T15:47:10Z,npm,0.0,HIGH
2020-09-25T18:28:53Z,PyPI,1.0,MODERATE
2020-09-11T21:20:14Z,npm,1.0,MODERATE
2020-09-03T17:02:40Z,npm,0.0,CRITICAL
2020-09-03T19:44:35Z,npm,0.0,CRITICAL
2020-09-01T17:34:34Z,npm,0.0,HIGH
2020-09-01T16:03:34Z,npm,1.0,LOW
2020-09-02T20:26:49Z,npm,0.0,CRITICAL
2020-09-02T18:37:35Z,npm,0.0,CRITICAL
2020-09-03T17:03:41Z,npm,0.0,CRITICAL
2020-09-03T19:43:09Z,npm,0.0,CRITICAL
2020-09-02T20:25:46Z,npm,0.0,CRITICAL
2020-09-04T15:08:46Z,npm,0.0,HIGH
2020-09-14T18:44:01Z,Maven,1.0,HIGH
2020-09-02T21:49:48Z,npm,1.0,LOW
2020-09-04T18:05:14Z,npm,1.0,LOW
2020-09-03T15:53:12Z,npm,1.0,MODERATE
2020-09-01T18:22:48Z,npm,0.0,HIGH
2020-09-03T17:06:14Z,npm,0.0,CRITICAL
2020-09-04T17:29:34Z,npm,0.0,CRITICAL
2020-09-04T17:20:52Z,npm,0.0,CRITICAL
2020-09-03T23:12:48Z,npm,0.0,CRITICAL
2020-09-03T18:07:05Z,npm,1.0,HIGH
2020-09-03T15:51:38Z,npm,1.0,MODERATE
2020-09-03T15:45:40Z,npm,0.0,HIGH
2020-09-14T16:38:40Z,npm,1.0,MODERATE
2020-09-25T18:28:41Z,PyPI,1.0,MODERATE
2020-09-03T17:42:27Z,npm,0.0,CRITICAL
2020-09-09T17:29:41Z,PyPI,1.0,LOW
2020-09-02T21:30:14Z,npm,0.0,CRITICAL
2020-09-03T17:03:58Z,npm,1.0,MODERATE
2020-09-01T17:18:33Z,npm,0.0,HIGH
2020-09-01T18:53:29Z,npm,0.0,HIGH
2020-09-03T00:32:30Z,npm,1.0,CRITICAL
2020-09-03T17:22:24Z,npm,0.0,CRITICAL
2020-09-03T23:00:25Z,npm,0.0,CRITICAL
2020-09-03T23:15:58Z,npm,0.0,CRITICAL
2020-09-03T16:45:15Z,npm,1.0,HIGH
2020-09-03T19:16:44Z,npm,1.0,CRITICAL
2020-09-02T21:47:08Z,npm,1.0,CRITICAL
2020-09-11T21:10:29Z,npm,0.0,CRITICAL
2020-09-03T15:50:38Z,npm,1.0,CRITICAL
2020-09-02T15:49:22Z,npm,0.0,CRITICAL
2020-09-04T17:36:04Z,npm,0.0,CRITICAL
2020-09-03T02:37:45Z,npm,0.0,CRITICAL
2020-09-11T21:24:33Z,npm,0.0,HIGH
2020-09-01T19:00:54Z,npm,0.0,MODERATE
2020-09-03T19:10:12Z,npm,1.0,CRITICAL
2020-08-12T14:29:15Z,RubyGems,1.0,MODERATE
2020-08-05T14:53:34Z,RubyGems,1.0,MODERATE
2020-08-27T22:58:46Z,npm,1.0,MODERATE
2020-08-21T16:25:48Z,PyPI,0.0,MODERATE
2020-08-07T22:28:30Z,npm,1.0,HIGH
2020-08-31T22:46:38Z,npm,1.0,CRITICAL
2020-08-26T19:32:50Z,npm,1.0,CRITICAL
